Shipment_ID,Date,Origin_Port,Destination_Port,Volume_TEU,Distance_nm,Carrier_Reliability_Score,Weather_Condition,Geopolitical_Risk_Score,Fuel_Price_Index,Product_Category,Transport_Mode,Disruption_Occurred,Lead_Time_Days,Predicted_ETA_Date,Predicted_ETA_Days,Transit_Port
SC-23224,2024-10-01,Mersin,Felixstowe,4758,8407,0.6702,Fog,2.0,117.23,Auto Parts,Sea,1,25.3,2024-10-26 07:12:00,25.3,Dubai
SC-50738,2024-12-03,Atina,Los Angeles,17827,2849,0.5563,Clear,3.1,98.42,Textiles,Sea,0,6.6,2024-12-09 14:24:00,6.6,Marsaxlokk
SC-35150,2024-03-16,Mersin,Los Angeles,6274,7357,0.7495,Clear,2.4,92.48,Textiles,Sea,0,17.0,2024-04-02 00:00:00,17.0,Singapore
SC-73731,2024-08-07,Tokyo,Barcelona,4534,5962,0.5134,Clear,4.3,129.0,Textiles,Sea,0,13.8,2024-08-20 19:12:00,13.8,Piraeus
SC-59688,2024-12-13,Dubai,Antwerp,7842,11672,0.575,Clear,1.3,94.72,Textiles,Sea,0,27.0,2025-01-09 00:00:00,27.0,İzmir
SC-83509,2024-07-05,İzmir,Felixstowe,14144,11092,0.6167,Rain,2.1,134.61,Auto Parts,Sea,0,25.7,2024-07-30 16:48:00,25.7,Jebel Ali
SC-18577,2024-10-15,Atina,İzmir,12496,6854,0.8328,Clear,3.4,94.26,Electronics,Sea,1,20.6,2024-11-04 14:24:00,20.6,İzmir
SC-18070,2024-01-28,Valencia,Ningbo,2525,3539,0.7549,Clear,1.8,122.89,Chemicals,Sea,0,8.2,2024-02-05 04:48:00,8.2,Dubai
SC-18666,2024-06-28,Atina,Felixstowe,17333,3899,0.6512,Rain,3.7,125.07,Textiles,Sea,0,9.0,2024-07-07 00:00:00,9.0,Mersin
SC-67761,2024-09-09,Trieste,New York,12203,4944,0.7824,Clear,1.5,115.4,Chemicals,Sea,0,11.4,2024-09-20 09:36:00,11.4,Barcelona
SC-46368,2024-05-05,Dubai,Tokyo,9184,6957,0.5626,Rain,1.1,149.78,Machinery,Sea,0,16.1,2024-05-21 02:24:00,16.1,Tanger Med
SC-16783,2024-06-25,Dubai,İzmir,3032,7943,0.8779,Clear,4.5,106.31,Machinery,Sea,0,18.4,2024-07-13 09:36:00,18.4,Trieste
SC-51914,2024-02-06,New York,Mersin,5557,5244,0.856,Clear,2.3,141.83,Textiles,Sea,0,12.1,2024-02-18 02:24:00,12.1,Dubai
SC-80507,2024-04-08,Antwerp,Antwerp,5318,8336,0.6083,Clear,1.6,91.85,Electronics,Sea,0,19.3,2024-04-27 07:12:00,19.3,Ambarli
SC-89026,2024-04-07,İzmir,Dubai,9131,10706,0.8032,Fog,1.7,103.6,Auto Parts,Sea,0,24.8,2024-05-01 19:12:00,24.8,Tanger Med
SC-77526,2024-05-06,Trieste,Hamburg,19893,3591,0.7517,Clear,4.5,90.18,Textiles,Sea,0,8.3,2024-05-14 07:12:00,8.3,Marsaxlokk
SC-80835,2024-06-16,Antwerp,Tokyo,6047,9953,0.5304,Clear,3.6,122.25,Machinery,Sea,0,23.0,2024-07-09 00:00:00,23.0,Tanger Med
SC-55765,2024-03-20,Singapore,Barcelona,12655,9855,0.6391,Clear,4.8,124.68,Machinery,Sea,0,22.8,2024-04-11 19:12:00,22.8,Atina
SC-29956,2024-10-20,Ambarli,Trieste,8938,9795,0.9997,Clear,4.2,111.75,Chemicals,Sea,0,22.7,2024-11-11 16:48:00,22.7,Mersin
SC-97895,2024-11-28,Busan,Singapore,12184,10275,0.5498,Clear,4.1,130.41,Auto Parts,Sea,0,23.8,2024-12-21 19:12:00,23.8,Marsaxlokk
SC-56240,2024-05-05,Dubai,Barcelona,8596,5742,0.7532,Rain,3.0,140.74,Textiles,Sea,0,13.3,2024-05-18 07:12:00,13.3,Marsaxlokk
SC-47148,2024-12-08,Hamburg,Dubai,9019,4127,0.9247,Clear,4.3,134.36,Electronics,Sea,0,9.6,2024-12-17 14:24:00,9.6,Singapore
SC-14757,2024-11-05,Tokyo,Tokyo,2979,3601,0.6503,Clear,2.7,96.92,Chemicals,Sea,0,8.3,2024-11-13 07:12:00,8.3,Atina
SC-29097,2024-05-29,Ambarli,Hamburg,5173,3222,0.6304,Clear,4.3,102.43,Auto Parts,Sea,0,7.5,2024-06-05 12:00:00,7.5,Jebel Ali
SC-20395,2024-01-16,Marsilya,Felixstowe,2506,7690,0.9454,Clear,4.0,106.62,Chemicals,Sea,0,17.8,2024-02-02 19:12:00,17.8,Mersin
SC-26241,2024-01-28,Tokyo,Hamburg,5757,3842,0.6524,Fog,3.7,94.26,Electronics,Sea,0,8.9,2024-02-05 21:36:00,8.9,Mersin
SC-37696,2024-06-21,Tokyo,Tokyo,7552,10058,0.8257,Clear,2.3,105.29,Machinery,Sea,0,23.3,2024-07-14 07:12:00,23.3,Jebel Ali
SC-80480,2024-02-15,Singapore,İzmir,9507,11781,0.8702,Rain,3.5,96.66,Textiles,Sea,0,27.3,2024-03-13 07:12:00,27.3,Barcelona
SC-56163,2024-11-23,Atina,Felixstowe,13291,7565,0.8943,Clear,3.0,149.7,Textiles,Sea,1,22.8,2024-12-15 19:12:00,22.8,Barcelona
SC-29816,2024-08-23,Tokyo,Hamburg,2873,6488,0.9974,Rain,2.8,134.83,Electronics,Sea,0,15.0,2024-09-07 00:00:00,15.0,Atina
SC-59840,2024-08-01,Ningbo,Dubai,7221,10200,0.9016,Clear,5.0,140.2,Textiles,Sea,0,23.6,2024-08-24 14:24:00,23.6,Jebel Ali
SC-62853,2024-03-25,Atina,Singapore,5003,8950,0.8285,Fog,3.0,144.55,Textiles,Sea,0,20.7,2024-04-14 16:48:00,20.7,Singapore
SC-34917,2024-10-08,Barcelona,Valencia,14660,10906,0.9477,Clear,1.1,126.55,Chemicals,Sea,0,25.2,2024-11-02 04:48:00,25.2,Atina
SC-31566,2024-08-19,New York,Rotterdam,14126,3927,0.9529,Rain,3.5,92.32,Electronics,Sea,0,9.1,2024-08-28 02:24:00,9.1,Tanger Med
SC-85452,2024-03-25,Dubai,Barcelona,9526,10301,0.9866,Clear,3.9,133.1,Chemicals,Sea,0,23.8,2024-04-17 19:12:00,23.8,Dubai
SC-72823,2024-03-05,Rotterdam,Mersin,4458,6929,0.8882,Clear,4.5,81.09,Textiles,Sea,0,16.0,2024-03-21 00:00:00,16.0,New York
SC-30806,2024-05-13,Atina,Antwerp,3740,10457,0.5975,Clear,3.5,87.93,Auto Parts,Sea,0,24.2,2024-06-06 04:48:00,24.2,New York
SC-85520,2024-05-30,Busan,Mersin,8240,7492,0.8549,Rain,1.1,82.07,Auto Parts,Sea,0,17.3,2024-06-16 07:12:00,17.3,Jebel Ali
SC-11759,2024-04-24,Los Angeles,Mersin,5246,5223,0.5376,Clear,1.5,89.48,Chemicals,Sea,0,12.1,2024-05-06 02:24:00,12.1,Dubai
SC-51949,2024-03-04,Hamburg,Busan,9071,8127,0.659,Rain,1.6,132.64,Machinery,Sea,0,18.8,2024-03-22 19:12:00,18.8,Jebel Ali
SC-12482,2024-12-08,Dubai,Marsilya,9618,7071,0.5579,Clear,1.8,141.98,Machinery,Sea,0,16.4,2024-12-24 09:36:00,16.4,Jebel Ali
SC-34442,2024-12-28,Ambarli,Busan,7039,2954,0.975,Hurricane,4.2,99.52,Electronics,Sea,1,8.9,2025-01-05 21:36:00,8.9,Barcelona
SC-43719,2024-12-17,Mersin,Antwerp,15213,9050,0.6694,Clear,2.2,88.34,Auto Parts,Sea,0,20.9,2025-01-06 21:36:00,20.9,Tanger Med
SC-68066,2024-06-06,Barcelona,Marsilya,7774,11541,0.8566,Clear,2.2,99.11,Auto Parts,Sea,0,26.7,2024-07-02 16:48:00,26.7,Singapore
SC-12079,2024-03-17,Tokyo,Mersin,4640,3574,0.7857,Clear,4.0,125.3,Chemicals,Sea,0,8.3,2024-03-25 07:12:00,8.3,Barcelona
SC-12717,2024-05-25,Marsilya,Mersin,7995,8668,0.5538,Clear,2.6,104.51,Textiles,Sea,0,20.1,2024-06-14 02:24:00,20.1,Jebel Ali
SC-69676,2024-12-08,New York,Mersin,19660,9095,0.7807,Clear,1.3,147.28,Electronics,Sea,0,21.1,2024-12-29 02:24:00,21.1,İzmir
SC-37952,2024-08-12,Singapore,Valencia,3023,9720,0.8305,Clear,3.3,89.17,Chemicals,Sea,1,29.2,2024-09-10 04:48:00,29.2,Barcelona
SC-96444,2024-11-08,Mersin,Ambarli,3534,5255,0.9408,Rain,1.5,149.32,Machinery,Sea,1,15.8,2024-11-23 19:12:00,15.8,Dubai
SC-52460,2024-04-12,Felixstowe,Antwerp,6260,3058,0.535,Rain,3.3,80.87,Textiles,Sea,0,7.1,2024-04-19 02:24:00,7.1,Atina
SC-82847,2024-12-12,Hamburg,Busan,9023,3957,0.6478,Clear,4.1,111.62,Electronics,Sea,0,9.2,2024-12-21 04:48:00,9.2,Singapore
SC-99106,2024-10-27,Tokyo,Singapore,6902,8648,0.8462,Clear,4.7,97.63,Textiles,Sea,0,20.0,2024-11-16 00:00:00,20.0,Atina
SC-28449,2024-03-28,Ambarli,Barcelona,3668,6944,0.5172,Clear,1.3,119.64,Machinery,Sea,0,16.1,2024-04-13 02:24:00,16.1,Barcelona
SC-43536,2024-10-29,Los Angeles,Barcelona,14189,7058,0.6018,Clear,2.2,86.76,Chemicals,Sea,0,16.3,2024-11-14 07:12:00,16.3,İzmir
SC-74077,2024-06-16,İzmir,Marsilya,5339,4519,0.6093,Clear,3.6,141.31,Chemicals,Sea,0,10.5,2024-06-26 12:00:00,10.5,Trieste
SC-48258,2024-06-18,Shanghai,Los Angeles,6035,9913,0.8347,Rain,2.3,89.56,Auto Parts,Sea,1,29.8,2024-07-17 19:12:00,29.8,Marsaxlokk
SC-58302,2024-05-14,Mersin,İzmir,9904,4570,0.643,Fog,2.8,121.12,Chemicals,Sea,1,13.8,2024-05-27 19:12:00,13.8,İzmir
SC-38865,2024-02-19,Felixstowe,Rotterdam,3580,9450,0.7998,Clear,1.1,82.33,Auto Parts,Sea,0,21.9,2024-03-11 21:36:00,21.9,Jebel Ali
SC-16645,2024-12-05,Barcelona,Rotterdam,8664,5887,0.9827,Clear,3.8,101.77,Chemicals,Sea,0,13.6,2024-12-18 14:24:00,13.6,Ambarli
SC-48000,2024-12-12,Shanghai,Hamburg,7400,9703,0.8966,Clear,4.5,90.48,Electronics,Sea,0,22.5,2025-01-03 12:00:00,22.5,Tanger Med
SC-36737,2024-05-13,Rotterdam,Barcelona,6362,8417,0.6665,Fog,4.9,148.45,Machinery,Sea,0,19.5,2024-06-01 12:00:00,19.5,Atina
SC-21485,2024-12-12,Felixstowe,Ningbo,10873,11079,0.7362,Clear,4.3,80.84,Textiles,Sea,0,25.6,2025-01-06 14:24:00,25.6,Tanger Med
SC-48565,2024-05-16,Singapore,Tokyo,6821,2744,0.6003,Clear,1.1,104.67,Machinery,Sea,0,6.4,2024-05-22 09:36:00,6.4,New York
SC-35522,2024-09-01,Shanghai,Rotterdam,8951,8420,0.5079,Rain,3.6,101.19,Machinery,Sea,0,19.5,2024-09-20 12:00:00,19.5,Dubai
SC-75155,2024-04-18,Busan,New York,9482,5514,0.6449,Clear,3.0,126.02,Auto Parts,Sea,0,12.8,2024-04-30 19:12:00,12.8,Mersin
SC-65168,2024-11-08,Ambarli,İzmir,7781,4930,0.6847,Clear,4.8,83.95,Auto Parts,Sea,0,11.4,2024-11-19 09:36:00,11.4,Ambarli
SC-62487,2024-10-13,Barcelona,Barcelona,4848,7537,0.7822,Clear,4.6,136.74,Electronics,Sea,0,17.4,2024-10-30 09:36:00,17.4,New York
SC-22342,2024-01-21,Ambarli,Hamburg,2864,8713,0.972,Rain,5.0,112.66,Textiles,Sea,0,20.2,2024-02-10 04:48:00,20.2,New York
SC-50806,2024-03-30,Trieste,Rotterdam,7428,2175,0.9739,Clear,4.4,111.69,Chemicals,Sea,0,5.0,2024-04-04 00:00:00,5.0,Piraeus
SC-58770,2024-10-22,Shanghai,Singapore,4086,2565,0.535,Storm,3.2,95.88,Chemicals,Sea,0,5.9,2024-10-27 21:36:00,5.9,Trieste
SC-88623,2024-04-21,Barcelona,Tokyo,9695,5217,0.8073,Fog,3.9,114.3,Machinery,Sea,1,15.7,2024-05-06 16:48:00,15.7,Ambarli
SC-85629,2024-10-27,Hamburg,Rotterdam,2833,6357,0.5212,Rain,4.9,105.47,Electronics,Sea,0,14.7,2024-11-10 16:48:00,14.7,New York
SC-62603,2024-03-17,Busan,Busan,8389,7973,0.824,Clear,3.3,97.16,Textiles,Sea,0,18.5,2024-04-04 12:00:00,18.5,Atina
SC-91974,2024-06-25,Antwerp,Singapore,3146,11586,0.5589,Rain,4.4,91.81,Chemicals,Sea,0,26.8,2024-07-21 19:12:00,26.8,Trieste
SC-36399,2024-12-08,Rotterdam,Barcelona,8282,7802,0.9732,Clear,4.8,130.98,Machinery,Sea,0,18.1,2024-12-26 02:24:00,18.1,New York
SC-95382,2024-05-27,Los Angeles,Antwerp,8231,9034,0.9322,Clear,3.3,89.94,Electronics,Sea,0,20.9,2024-06-16 21:36:00,20.9,Piraeus
SC-91244,2024-04-10,Antwerp,Shanghai,8039,11412,0.5112,Clear,1.6,91.76,Textiles,Sea,1,34.3,2024-05-14 07:12:00,34.3,Dubai
SC-86534,2024-09-02,Atina,İzmir,3036,2947,0.8911,Clear,1.6,120.39,Machinery,Sea,1,8.9,2024-09-10 21:36:00,8.9,New York
SC-65106,2024-04-26,Antwerp,Ambarli,12308,10776,0.8179,Rain,1.5,95.83,Machinery,Sea,0,24.9,2024-05-20 21:36:00,24.9,New York
SC-40678,2024-04-01,Felixstowe,Trieste,13015,11812,0.7477,Fog,2.9,112.16,Electronics,Sea,0,27.3,2024-04-28 07:12:00,27.3,Dubai
SC-86218,2024-01-28,Marsilya,Singapore,11735,5355,0.8013,Clear,2.9,118.7,Electronics,Sea,0,12.4,2024-02-09 09:36:00,12.4,İzmir
SC-73230,2024-01-25,Rotterdam,Ambarli,6814,7251,0.8391,Rain,3.5,99.21,Electronics,Sea,0,16.8,2024-02-10 19:12:00,16.8,Trieste
SC-84055,2024-02-27,Ningbo,Felixstowe,9979,5191,0.9422,Fog,2.9,104.05,Electronics,Sea,0,12.0,2024-03-10 00:00:00,12.0,Jebel Ali
SC-66373,2024-10-23,Dubai,Trieste,17620,7847,0.8837,Fog,4.9,94.71,Textiles,Sea,1,23.6,2024-11-15 14:24:00,23.6,Mersin
SC-41480,2024-05-13,Los Angeles,Dubai,17794,8716,0.7877,Clear,2.2,112.23,Electronics,Sea,0,20.2,2024-06-02 04:48:00,20.2,Tanger Med
SC-95230,2024-11-26,İzmir,Tokyo,3836,2531,0.9123,Clear,4.5,149.47,Electronics,Sea,0,5.9,2024-12-01 21:36:00,5.9,Singapore
SC-78836,2024-09-05,Valencia,Hamburg,3878,3231,0.9935,Clear,1.4,105.39,Electronics,Sea,0,7.5,2024-09-12 12:00:00,7.5,Trieste
SC-82258,2024-02-07,İzmir,New York,7763,3697,0.6501,Clear,3.4,125.73,Textiles,Sea,1,11.1,2024-02-18 02:24:00,11.1,Mersin
SC-49986,2024-03-15,Atina,Los Angeles,17735,5370,0.5592,Clear,3.6,124.51,Chemicals,Sea,0,12.4,2024-03-27 09:36:00,12.4,Marsaxlokk
SC-34160,2024-05-21,Dubai,Valencia,11890,3545,0.8657,Storm,4.1,135.05,Machinery,Sea,0,8.2,2024-05-29 04:48:00,8.2,Ambarli
SC-95595,2024-11-17,Dubai,Barcelona,8812,3437,0.9893,Fog,3.0,129.83,Auto Parts,Sea,0,8.0,2024-11-25 00:00:00,8.0,Trieste
SC-89111,2024-06-16,Dubai,Dubai,3141,10562,0.5584,Clear,1.8,80.82,Machinery,Sea,0,24.4,2024-07-10 09:36:00,24.4,Mersin
SC-74929,2024-09-15,Shanghai,Dubai,8649,6504,0.7159,Clear,2.5,101.65,Textiles,Sea,0,15.1,2024-09-30 02:24:00,15.1,Singapore
SC-83506,2024-12-20,Dubai,Ambarli,9277,7502,0.5311,Clear,2.1,140.92,Electronics,Sea,0,17.4,2025-01-06 09:36:00,17.4,Marsaxlokk
SC-44911,2024-08-12,Ningbo,Ambarli,7744,9608,0.8883,Clear,2.7,117.77,Textiles,Sea,0,22.2,2024-09-03 04:48:00,22.2,Jebel Ali
SC-97127,2024-05-31,Dubai,Rotterdam,5308,7997,0.9744,Clear,3.1,87.3,Chemicals,Sea,0,18.5,2024-06-18 12:00:00,18.5,Singapore
SC-41821,2024-01-19,Felixstowe,Los Angeles,8036,7566,0.7495,Rain,3.5,99.33,Auto Parts,Sea,0,17.5,2024-02-05 12:00:00,17.5,İzmir
SC-85039,2024-05-25,Tokyo,Trieste,11492,9786,0.7048,Clear,4.4,99.84,Chemicals,Sea,0,22.7,2024-06-16 16:48:00,22.7,Trieste
SC-70535,2024-08-28,Felixstowe,Los Angeles,5332,10808,0.9539,Clear,4.6,141.12,Electronics,Sea,0,25.0,2024-09-22 00:00:00,25.0,Marsaxlokk
SC-94458,2024-12-09,Tokyo,Tokyo,10120,6166,0.5667,Clear,2.9,118.74,Textiles,Sea,0,14.3,2024-12-23 07:12:00,14.3,Piraeus
SC-22175,2024-08-24,İzmir,Atina,8105,6014,0.9458,Clear,1.4,122.58,Textiles,Sea,0,13.9,2024-09-06 21:36:00,13.9,Singapore
SC-64771,2024-02-04,Ningbo,Dubai,7220,4256,0.6961,Rain,4.2,105.69,Electronics,Sea,0,9.9,2024-02-13 21:36:00,9.9,Marsaxlokk
SC-96925,2024-07-08,Mersin,Felixstowe,11062,6354,0.7797,Rain,2.9,84.22,Electronics,Sea,0,14.7,2024-07-22 16:48:00,14.7,Mersin
SC-76358,2024-01-01,Antwerp,Singapore,9620,5310,0.7641,Clear,3.2,85.27,Auto Parts,Sea,0,12.3,2024-01-13 07:12:00,12.3,Singapore
SC-27327,2024-06-01,Ningbo,Felixstowe,4879,9399,0.808,Rain,3.4,109.43,Chemicals,Sea,0,21.8,2024-06-22 19:12:00,21.8,Piraeus
SC-57057,2024-05-05,Valencia,Mersin,2810,2931,0.9711,Clear,3.7,92.42,Electronics,Sea,0,6.8,2024-05-11 19:12:00,6.8,İzmir
SC-16150,2024-12-10,Antwerp,Antwerp,9731,4329,0.9756,Clear,4.6,87.3,Electronics,Sea,0,10.0,2024-12-20 00:00:00,10.0,New York
SC-14425,2024-08-13,Valencia,Atina,9828,2393,0.9156,Clear,4.8,98.36,Chemicals,Sea,0,5.5,2024-08-18 12:00:00,5.5,Barcelona
SC-26032,2024-08-08,Barcelona,Ambarli,8061,4465,0.5958,Clear,4.8,131.94,Electronics,Sea,0,10.3,2024-08-18 07:12:00,10.3,Mersin
SC-12198,2024-07-29,Shanghai,Ambarli,3556,5277,0.6668,Clear,4.2,85.11,Auto Parts,Sea,0,12.2,2024-08-10 04:48:00,12.2,Mersin
SC-70500,2024-01-25,Hamburg,Tokyo,14014,7430,0.7439,Clear,4.6,111.38,Auto Parts,Sea,0,17.2,2024-02-11 04:48:00,17.2,Barcelona
SC-63394,2024-01-16,Tokyo,Felixstowe,5743,9002,0.9527,Clear,1.2,137.83,Chemicals,Sea,0,20.8,2024-02-05 19:12:00,20.8,New York
SC-30079,2024-06-30,Valencia,Ambarli,8708,10817,0.7604,Clear,4.4,98.75,Machinery,Sea,0,25.0,2024-07-25 00:00:00,25.0,Mersin
SC-46220,2024-11-24,Antwerp,Marsilya,14575,7988,0.9887,Fog,1.3,101.13,Auto Parts,Sea,0,18.5,2024-12-12 12:00:00,18.5,New York
SC-51874,2024-05-08,Trieste,Trieste,8776,9509,0.9919,Clear,4.0,141.89,Textiles,Sea,0,22.0,2024-05-30 00:00:00,22.0,Piraeus
SC-23859,2024-02-11,Valencia,Dubai,7413,7932,0.7993,Fog,1.7,125.5,Textiles,Sea,1,23.9,2024-03-05 21:36:00,23.9,Ambarli
SC-60460,2024-12-01,Atina,Rotterdam,13425,11357,0.9387,Clear,2.4,135.84,Machinery,Sea,0,26.3,2024-12-27 07:12:00,26.3,İzmir
SC-41419,2024-08-23,Hamburg,New York,9328,4781,0.9996,Rain,1.7,100.24,Auto Parts,Sea,0,11.1,2024-09-03 02:24:00,11.1,Trieste
SC-18705,2024-12-25,Dubai,Atina,7175,3639,0.9249,Clear,2.8,149.77,Electronics,Sea,0,8.4,2025-01-02 09:36:00,8.4,Jebel Ali
SC-52880,2024-02-03,Singapore,Los Angeles,12343,10973,0.8285,Clear,2.6,89.86,Machinery,Sea,0,25.4,2024-02-28 09:36:00,25.4,Barcelona
SC-33236,2024-12-10,Atina,Dubai,2774,4274,0.9226,Clear,1.2,147.34,Electronics,Sea,1,12.9,2024-12-22 21:36:00,12.9,Tanger Med
SC-97955,2024-02-14,Tokyo,Singapore,4079,4480,0.5413,Clear,4.3,143.15,Textiles,Sea,0,10.4,2024-02-24 09:36:00,10.4,Piraeus
SC-95514,2024-05-13,Shanghai,New York,9725,8799,0.8174,Rain,4.4,118.63,Machinery,Sea,0,20.4,2024-06-02 09:36:00,20.4,Jebel Ali
SC-25358,2024-01-21,Atina,Felixstowe,3358,10547,0.6083,Fog,4.2,120.97,Auto Parts,Sea,1,31.7,2024-02-21 16:48:00,31.7,Atina
SC-86918,2024-05-01,Dubai,Felixstowe,14805,6674,0.558,Clear,4.4,134.25,Textiles,Sea,1,20.1,2024-05-21 02:24:00,20.1,Jebel Ali
SC-24596,2024-03-10,Ambarli,Shanghai,3081,5522,0.9464,Clear,4.0,101.47,Auto Parts,Sea,0,12.8,2024-03-22 19:12:00,12.8,New York
SC-43572,2024-12-17,New York,Mersin,14633,8104,0.8198,Clear,4.7,116.92,Electronics,Sea,0,18.8,2025-01-04 19:12:00,18.8,İzmir
SC-88757,2024-12-26,Busan,Shanghai,4114,7819,0.6218,Clear,3.3,143.17,Auto Parts,Sea,0,18.1,2025-01-13 02:24:00,18.1,Tanger Med
SC-11279,2024-02-17,Dubai,Shanghai,6508,2163,0.6934,Fog,3.3,84.78,Machinery,Sea,0,5.0,2024-02-22 00:00:00,5.0,Trieste
SC-73197,2024-02-08,Antwerp,Marsilya,8162,8922,0.9866,Clear,4.4,143.39,Electronics,Sea,1,26.8,2024-03-05 19:12:00,26.8,İzmir
SC-72516,2024-10-13,Los Angeles,Valencia,3204,5381,0.9311,Clear,2.4,131.01,Machinery,Sea,0,12.5,2024-10-25 12:00:00,12.5,Piraeus
SC-17083,2024-01-10,Tokyo,Singapore,6971,4064,0.5078,Clear,1.2,133.89,Electronics,Sea,0,9.4,2024-01-19 09:36:00,9.4,New York
SC-27771,2024-01-30,Barcelona,Dubai,8092,8589,0.9899,Clear,4.0,84.53,Machinery,Sea,0,19.9,2024-02-18 21:36:00,19.9,Barcelona
SC-39975,2024-08-31,Antwerp,Marsilya,12691,9447,0.6843,Rain,2.0,93.14,Textiles,Sea,1,28.4,2024-09-28 09:36:00,28.4,Tanger Med
SC-55648,2024-09-30,Dubai,Mersin,7931,5984,0.8477,Clear,2.9,144.77,Machinery,Sea,0,13.9,2024-10-13 21:36:00,13.9,Barcelona
SC-58285,2024-03-28,Marsilya,Ningbo,17064,5887,0.8563,Clear,2.0,88.68,Textiles,Sea,0,13.6,2024-04-10 14:24:00,13.6,Tanger Med
SC-29063,2024-08-31,Mersin,Ningbo,8653,2339,0.9558,Clear,4.3,124.18,Chemicals,Sea,0,5.4,2024-09-05 09:36:00,5.4,Marsaxlokk
SC-77642,2024-11-24,New York,Ningbo,3811,6821,0.9425,Clear,4.8,134.79,Auto Parts,Sea,0,15.8,2024-12-09 19:12:00,15.8,Ambarli
SC-96143,2024-01-15,Valencia,Dubai,6846,5781,0.6409,Clear,1.2,96.19,Electronics,Sea,0,13.4,2024-01-28 09:36:00,13.4,New York
SC-47599,2024-01-04,Dubai,Tokyo,4660,5590,0.8218,Fog,1.9,128.92,Auto Parts,Sea,0,12.9,2024-01-16 21:36:00,12.9,Jebel Ali
SC-61920,2024-07-09,Tokyo,Rotterdam,13456,7130,0.6969,Fog,1.8,84.59,Textiles,Sea,1,21.5,2024-07-30 12:00:00,21.5,İzmir
SC-38529,2024-06-16,İzmir,Valencia,6726,9691,0.7628,Fog,3.7,114.91,Textiles,Sea,1,29.2,2024-07-15 04:48:00,29.2,Mersin
SC-45954,2024-01-09,New York,Antwerp,10381,11837,0.7773,Storm,2.7,103.41,Textiles,Sea,0,27.4,2024-02-05 09:36:00,27.4,Barcelona
SC-37856,2024-04-18,Antwerp,Dubai,8808,9315,0.6982,Clear,2.8,125.2,Machinery,Sea,0,21.6,2024-05-09 14:24:00,21.6,New York
SC-12573,2024-05-16,Barcelona,Dubai,11146,9733,0.7319,Clear,1.6,142.23,Auto Parts,Sea,0,22.5,2024-06-07 12:00:00,22.5,Piraeus
SC-88344,2024-06-02,Dubai,Shanghai,8778,7049,0.6042,Clear,2.7,88.78,Textiles,Sea,0,16.3,2024-06-18 07:12:00,16.3,Atina
SC-45367,2024-07-27,Los Angeles,Valencia,3760,6704,0.8038,Fog,2.2,111.52,Chemicals,Sea,1,20.2,2024-08-16 04:48:00,20.2,Jebel Ali
SC-70774,2024-09-28,Ningbo,Hamburg,4076,2638,0.8795,Rain,3.4,109.62,Textiles,Sea,0,6.1,2024-10-04 02:24:00,6.1,Barcelona
SC-33752,2024-05-22,Barcelona,Busan,6024,9709,0.7149,Clear,1.9,102.67,Auto Parts,Sea,0,22.5,2024-06-13 12:00:00,22.5,İzmir
SC-65029,2024-04-08,Valencia,Dubai,6514,7143,0.9888,Fog,3.5,113.61,Textiles,Sea,0,16.5,2024-04-24 12:00:00,16.5,Piraeus
SC-27685,2024-11-03,Valencia,Valencia,2884,3224,0.5286,Clear,2.5,141.65,Textiles,Sea,0,7.5,2024-11-10 12:00:00,7.5,Jebel Ali
SC-61693,2024-03-09,Mersin,Hamburg,9068,6245,0.7946,Clear,2.4,148.16,Electronics,Sea,0,14.5,2024-03-23 12:00:00,14.5,Piraeus
SC-65961,2024-09-03,Marsilya,Dubai,8740,11741,0.7918,Clear,2.2,80.2,Textiles,Sea,0,27.2,2024-09-30 04:48:00,27.2,Tanger Med
SC-86908,2024-09-17,Marsilya,Trieste,19666,7423,0.5181,Clear,3.7,131.73,Auto Parts,Sea,0,17.2,2024-10-04 04:48:00,17.2,New York
SC-84532,2024-10-02,Dubai,İzmir,8324,8607,0.6123,Clear,3.2,123.06,Electronics,Sea,0,19.9,2024-10-21 21:36:00,19.9,Piraeus
SC-91994,2024-03-19,Los Angeles,Dubai,10409,9407,0.9528,Clear,4.4,149.62,Electronics,Sea,0,21.8,2024-04-09 19:12:00,21.8,Piraeus
SC-66133,2024-05-25,Ningbo,Felixstowe,3331,11697,0.7723,Rain,2.0,86.3,Textiles,Sea,0,27.1,2024-06-21 02:24:00,27.1,Ambarli
SC-71268,2024-04-20,Antwerp,Singapore,3811,10073,0.7182,Clear,1.2,136.79,Textiles,Sea,0,23.3,2024-05-13 07:12:00,23.3,Mersin
SC-48243,2024-09-14,Trieste,Marsilya,9145,10152,0.7077,Rain,1.7,145.37,Chemicals,Sea,0,23.5,2024-10-07 12:00:00,23.5,Singapore
SC-67384,2024-04-02,Antwerp,Los Angeles,9672,11567,0.9441,Clear,2.4,143.85,Auto Parts,Sea,0,26.8,2024-04-28 19:12:00,26.8,Atina
SC-41653,2024-01-13,Barcelona,Antwerp,9804,10859,0.6835,Hurricane,1.7,119.24,Auto Parts,Sea,1,32.7,2024-02-14 16:48:00,32.7,Marsaxlokk
SC-36657,2024-09-16,Dubai,Rotterdam,2505,7768,0.9296,Rain,1.3,102.93,Machinery,Sea,0,18.0,2024-10-04 00:00:00,18.0,Tanger Med
